train_28872, cloudy primary road, artisinal_mine partly_cloudy primary water
train_1287, agriculture blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture partly_cloudy primary road
train_1101, agriculture blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear water
train_28541, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture cultivation partly_cloudy primary road selective_logging
train_1389, partly_cloudy primary road, haze primary road water
train_11580, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, bare_ground clear primary water
train_29746, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear primary selective_logging
train_3216, cloudy haze road, haze primary
train_4641, primary, cloudy
train_1054, agriculture blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear habitation primary road
train_1440, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, partly_cloudy primary
train_1094, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture cultivation partly_cloudy primary
train_856, agriculture blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture partly_cloudy primary
train_770, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear cultivation habitation primary road
train_269, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear primary
train_30196, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear primary selective_logging water
train_230, partly_cloudy primary road, agriculture bare_ground habitation partly_cloudy primary road
train_3009, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear habitation primary road
train_24568, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear cultivation primary road selective_logging
train_11731, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, bare_ground clear primary
train_2339, agriculture blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear habitation primary road
train_1165, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear primary road water
train_3645, agriculture primary road, cloudy
train_256, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear cultivation primary
train_26163, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, blooming clear primary
train_4488, cloudy haze road, cloudy
train_3423, agriculture blooming blow_down partly_cloudy primary selective_logging slash_burn, haze primary
train_3268, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture haze primary
train_866, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear habitation primary road
train_26945, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, artisinal_mine bare_ground clear water
train_739, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear habitation primary
train_26628, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, artisinal_mine clear primary water
train_1264, artisinal_mine clear conventional_mine habitation primary road, partly_cloudy primary
train_299, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear primary
train_29942, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear primary road selective_logging
train_2807, agriculture blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear habitation primary road water
train_27057, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, blooming clear primary
train_2436, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear cultivation habitation primary road
train_1159, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear cultivation primary road
train_245, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, blooming clear primary
train_241, agriculture blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture haze primary road
train_30675, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear primary road selective_logging
train_4534, cloudy haze road, cloudy
train_1173, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear habitation primary road
train_2143, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear cultivation primary water
train_295, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear primary water
train_4303, cloudy haze road, cloudy
train_2820, agriculture blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear habitation primary road
train_26135, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, blooming clear primary
train_957, agriculture blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear habitation primary road
train_11102, agriculture blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, bare_ground clear water
train_25075, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, artisinal_mine clear primary water
train_27687, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture artisinal_mine clear primary
train_26578, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, artisinal_mine clear primary road
train_4834, agriculture blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, cloudy
train_2452, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear cultivation primary
train_10423, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, bare_ground clear habitation primary water
train_1239, agriculture blooming blow_down clear primary selective_logging slash_burn, agriculture partly_cloudy primary
train_333, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear primary road
train_1419, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear primary road water
train_1110, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, partly_cloudy primary
train_291, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear primary road
train_4603, cloudy haze, cloudy
train_30802, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear primary road selective_logging
train_10295, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture bare_ground clear primary road
train_2472, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear habitation primary road
train_25874, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, artisinal_mine clear primary water
train_280, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, partly_cloudy primary
train_25051, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, artisinal_mine clear primary water
train_3452, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, haze primary
train_355, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear primary
train_3922, agriculture blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, cloudy
train_1141, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear primary water
train_2765, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear cultivation habitation primary road
train_1216, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear primary water
train_39391, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture bare_ground clear cultivation primary slash_burn
train_3932, primary, cloudy
train_362, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear primary water
train_11246, agriculture blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, bare_ground clear
train_2060, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear cultivation habitation primary water
train_725, agriculture blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture habitation partly_cloudy primary
train_30337, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, blooming clear primary
train_1129, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture cultivation partly_cloudy primary road
train_223, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear primary
train_319, agriculture blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, bare_ground clear road
train_1195, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear habitation primary road
train_24746, agriculture blooming blow_down cultivation partly_cloudy primary selective_logging slash_burn, artisinal_mine haze primary water
train_721, blooming blow_down cultivation partly_cloudy primary selective_logging slash_burn, agriculture partly_cloudy primary road
train_4026, cloudy haze road, cloudy
train_253, agriculture blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear habitation primary road
train_26095, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, artisinal_mine clear primary water
train_247, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear cultivation habitation primary road selective_logging
train_4809, cloudy haze road, cloudy
train_24776, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, artisinal_mine clear primary water
train_27711, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear primary selective_logging
train_4116, cloudy haze road, cloudy
train_30867, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, artisinal_mine clear primary water
train_3263, agriculture blooming blow_down cultivation partly_cloudy primary selective_logging slash_burn, haze primary
train_263, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear primary
train_2213, agriculture blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear cultivation primary road
train_4758, cloudy haze road, cloudy
train_2071, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear cultivation primary
train_28418, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear primary road selective_logging
train_2217, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear cultivation primary
train_1034, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear cultivation primary road
train_24483, blooming blow_down clear cultivation partly_cloudy primary selective_logging, clear primary road selective_logging
train_3630, agriculture blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, haze primary
train_1117, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear cultivation primary road water
train_876, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear cultivation primary
train_264, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear primary
train_715, agriculture blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture partly_cloudy primary road water
train_25199, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, artisinal_mine clear primary water
train_2881, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture habitation partly_cloudy primary
train_826, agriculture blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture partly_cloudy primary road
train_3835, agriculture blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, cloudy
train_2073, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear cultivation primary
train_258, agriculture blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear habitation primary road
train_2270, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear cultivation habitation primary road
train_335, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear primary
train_27228, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear primary selective_logging
train_303, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear primary
train_370, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear habitation primary road
train_1066, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear cultivation primary water
train_4470, cloudy haze road, cloudy
train_12139, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, bare_ground clear primary road water
train_2130, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear cultivation primary road
train_4359, cloudy haze road, cloudy
train_25641, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear primary road selective_logging
train_233, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear primary water
train_1112, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear habitation primary water
train_2523, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear habitation primary road
train_1328, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture partly_cloudy primary road
train_38931, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear primary slash_burn water
train_2667, agriculture blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture artisinal_mine clear cultivation habitation primary road water
train_749, agriculture blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear primary road
train_26909, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear cultivation primary road selective_logging
train_1436, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, artisinal_mine clear primary water
train_12127, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, bare_ground clear primary
train_2999, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear habitation primary road
train_26808, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture artisinal_mine clear cultivation primary water
train_1136, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear primary road water
train_4394, cloudy haze road, cloudy
train_29605, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, blooming clear primary
train_29222, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, blooming partly_cloudy primary
train_11061, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, bare_ground clear primary road water
train_27484, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, artisinal_mine clear primary water
train_1206, agriculture blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear habitation primary road water
train_4766, cloudy haze road, cloudy
train_28821, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, blooming clear primary
train_2278, agriculture blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear cultivation primary water
train_3445, agriculture blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture haze water
train_240, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear primary road
train_4587, cloudy haze road, cloudy
train_1225, agriculture blooming blow_down cultivation partly_cloudy primary selective_logging slash_burn, partly_cloudy primary
train_696, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear cultivation primary road selective_logging
train_25123, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, blooming partly_cloudy primary selective_logging
train_32077, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, blooming clear primary
train_1090, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary water
train_843, agriculture blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear primary road
train_31496, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, blooming clear primary
train_275, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear primary
train_4656, primary road, cloudy
train_2484, agriculture blooming blow_down clear primary selective_logging slash_burn, cultivation habitation partly_cloudy primary road
train_830, agriculture blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear primary
train_26020, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear primary road selective_logging
train_2672, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear cultivation habitation primary road water
train_1208, agriculture blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear primary water
train_1210, cloudy primary road, partly_cloudy primary
train_2928, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear habitation primary road water
train_28782, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, artisinal_mine clear primary water
train_2449, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear cultivation primary road
train_3684, cloudy haze road, cloudy
train_10886, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, bare_ground cultivation partly_cloudy primary
train_3561, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, haze water
train_11783, clear primary road, bare_ground clear primary
train_271, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, clear primary
train_890, blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture clear primary
