train_28872, bare_ground blooming blow_down cloudy conventional_mine haze partly_cloudy water, artisinal_mine partly_cloudy primary water
train_24901, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary selective_logging
train_2155, clear cloudy selective_logging slash_burn, agriculture clear cultivation primary
train_4334, clear cloudy selective_logging slash_burn, cloudy
train_28456, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary selective_logging
train_1177, clear cloudy selective_logging slash_burn, partly_cloudy primary
train_2054, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear cultivation primary
train_316, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear primary
train_1287, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture partly_cloudy primary road
train_1101, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, clear water
train_28541, clear cloudy selective_logging slash_burn, agriculture cultivation partly_cloudy primary road selective_logging
train_1389, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, haze primary road water
train_11580, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, bare_ground clear primary water
train_29746, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary selective_logging
train_3216, artisinal_mine blow_down cloudy primary road selective_logging slash_burn, haze primary
train_4641, bare_ground blow_down conventional_mine haze road, cloudy
train_1054, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear habitation primary road
train_1440, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, partly_cloudy primary
train_1094, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture cultivation partly_cloudy primary
train_856, clear cloudy selective_logging slash_burn, agriculture partly_cloudy primary
train_770, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear cultivation habitation primary road
train_269, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary
train_30196, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary selective_logging water
train_230, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture bare_ground habitation partly_cloudy primary road
train_3009, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear habitation primary road
train_24568, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear cultivation primary road selective_logging
train_11731, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, bare_ground clear primary
train_2339, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear habitation primary road
train_1165, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary road water
train_3645, clear cloudy selective_logging slash_burn, cloudy
train_256, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear cultivation primary
train_26163, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, blooming clear primary
train_4488, clear cloudy selective_logging slash_burn, cloudy
train_3423, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, haze primary
train_3268, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture haze primary
train_866, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear habitation primary road
train_26945, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, artisinal_mine bare_ground clear water
train_739, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear habitation primary
train_26628, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, artisinal_mine clear primary water
train_1264, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, partly_cloudy primary
train_299, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary
train_29942, clear cloudy primary selective_logging slash_burn, clear primary road selective_logging
train_2807, clear cloudy selective_logging slash_burn, agriculture clear habitation primary road water
train_27057, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, blooming clear primary
train_2436, clear cloudy selective_logging slash_burn, clear cultivation habitation primary road
train_1159, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear cultivation primary road
train_245, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, blooming clear primary
train_241, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture haze primary road
train_30675, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary road selective_logging
train_4534, artisinal_mine blow_down cloudy primary road selective_logging slash_burn, cloudy
train_1173, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear habitation primary road
train_2143, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear cultivation primary water
train_295, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn water, clear primary water
train_4303, artisinal_mine primary road selective_logging slash_burn, cloudy
train_2820, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, clear habitation primary road
train_26135, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, blooming clear primary
train_957, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, clear habitation primary road
train_11102, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, bare_ground clear water
train_25075, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, artisinal_mine clear primary water
train_27687, clear cloudy primary selective_logging slash_burn, agriculture artisinal_mine clear primary
train_26578, clear cloudy selective_logging slash_burn, artisinal_mine clear primary road
train_4834, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, cloudy
train_2452, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear cultivation primary
train_10423, clear cloudy selective_logging slash_burn, bare_ground clear habitation primary water
train_1239, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture partly_cloudy primary
train_333, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear primary road
train_1419, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary road water
train_1110, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, partly_cloudy primary
train_291, artisinal_mine blooming blow_down clear cloudy primary selective_logging slash_burn, agriculture clear primary road
train_4603, agriculture bare_ground clear cloudy habitation haze partly_cloudy primary road selective_logging water, cloudy
train_30802, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary road selective_logging
train_10295, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture bare_ground clear primary road
train_2472, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear habitation primary road
train_25874, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, artisinal_mine clear primary water
train_280, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, partly_cloudy primary
train_25051, artisinal_mine blooming blow_down cloudy primary selective_logging slash_burn, artisinal_mine clear primary water
train_3452, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, haze primary
train_355, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary
train_3922, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, cloudy
train_1141, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, clear primary water
train_2765, artisinal_mine blooming blow_down cloudy primary selective_logging slash_burn, agriculture clear cultivation habitation primary road
train_1216, artisinal_mine blooming blow_down cloudy primary selective_logging slash_burn, clear primary water
train_39391, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture bare_ground clear cultivation primary slash_burn
train_3932, bare_ground blooming blow_down cloudy primary slash_burn water, cloudy
train_362, artisinal_mine blooming blow_down cloudy primary selective_logging slash_burn, clear primary water
train_11246, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, bare_ground clear
train_2060, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear cultivation habitation primary water
train_725, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture habitation partly_cloudy primary
train_30337, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, blooming clear primary
train_1129, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture cultivation partly_cloudy primary road
train_223, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary
train_319, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, bare_ground clear road
train_1195, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear habitation primary road
train_24746, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, artisinal_mine haze primary water
train_721, artisinal_mine blooming blow_down cloudy primary selective_logging slash_burn, agriculture partly_cloudy primary road
train_4026, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, cloudy
train_253, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear habitation primary road
train_26095, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn water, artisinal_mine clear primary water
train_247, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear cultivation habitation primary road selective_logging
train_4809, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, cloudy
train_24776, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, artisinal_mine clear primary water
train_27711, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary selective_logging
train_4116, artisinal_mine clear primary road selective_logging slash_burn, cloudy
train_30867, clear cloudy selective_logging slash_burn, artisinal_mine clear primary water
train_3263, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, haze primary
train_263, clear cloudy primary selective_logging slash_burn, agriculture clear primary
train_2213, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear cultivation primary road
train_4758, artisinal_mine primary road selective_logging slash_burn, cloudy
train_2071, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear cultivation primary
train_28418, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary road selective_logging
train_2217, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear cultivation primary
train_1034, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear cultivation primary road
train_24483, artisinal_mine blooming blow_down clear cloudy primary selective_logging slash_burn, clear primary road selective_logging
train_3630, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, haze primary
train_1117, clear cloudy selective_logging slash_burn, agriculture clear cultivation primary road water
train_876, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear cultivation primary
train_264, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary
train_715, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture partly_cloudy primary road water
train_25199, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, artisinal_mine clear primary water
train_2881, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture habitation partly_cloudy primary
train_826, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture partly_cloudy primary road
train_3835, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, cloudy
train_2073, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear cultivation primary
train_258, clear cloudy selective_logging slash_burn, clear habitation primary road
train_2270, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear cultivation habitation primary road
train_335, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, clear primary
train_27228, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary selective_logging
train_303, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear primary
train_370, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear habitation primary road
train_1066, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear cultivation primary water
train_4470, cloudy, cloudy
train_12139, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, bare_ground clear primary road water
train_2130, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear cultivation primary road
train_4359, agriculture clear primary road, cloudy
train_25641, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary road selective_logging
train_233, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, clear primary water
train_1112, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear habitation primary water
train_2523, clear cloudy selective_logging slash_burn, agriculture clear habitation primary road
train_1328, clear cloudy selective_logging slash_burn, agriculture partly_cloudy primary road
train_38931, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, clear primary slash_burn water
train_2667, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture artisinal_mine clear cultivation habitation primary road water
train_749, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear primary road
train_26909, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear cultivation primary road selective_logging
train_1436, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, artisinal_mine clear primary water
train_12127, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, bare_ground clear primary
train_2999, clear cloudy selective_logging slash_burn, agriculture clear habitation primary road
train_26808, clear cloudy selective_logging slash_burn, agriculture artisinal_mine clear cultivation primary water
train_1136, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary road water
train_4394, artisinal_mine primary road selective_logging slash_burn, cloudy
train_29605, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, blooming clear primary
train_29222, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, blooming partly_cloudy primary
train_11061, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, bare_ground clear primary road water
train_27484, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, artisinal_mine clear primary water
train_1206, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, clear habitation primary road water
train_4766, artisinal_mine primary road selective_logging slash_burn, cloudy
train_28821, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, blooming clear primary
train_2278, clear cloudy selective_logging slash_burn, clear cultivation primary water
train_3445, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture haze water
train_240, clear cloudy selective_logging slash_burn, agriculture clear primary road
train_4587, agriculture clear primary road, cloudy
train_1225, clear cloudy selective_logging slash_burn, partly_cloudy primary
train_696, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear cultivation primary road selective_logging
train_25123, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, blooming partly_cloudy primary selective_logging
train_32077, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, blooming clear primary
train_1090, artisinal_mine blooming blow_down clear cloudy primary selective_logging slash_burn, agriculture clear primary water
train_843, clear cloudy selective_logging slash_burn, agriculture clear primary road
train_31496, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, blooming clear primary
train_275, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, clear primary
train_4656, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, cloudy
train_2484, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, cultivation habitation partly_cloudy primary road
train_830, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear primary
train_26020, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary road selective_logging
train_2672, clear cloudy selective_logging slash_burn, clear cultivation habitation primary road water
train_1208, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, clear primary water
train_1210, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, partly_cloudy primary
train_2928, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear habitation primary road water
train_28782, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, artisinal_mine clear primary water
train_2449, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear cultivation primary road
train_3684, clear cloudy selective_logging slash_burn, cloudy
train_10886, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, bare_ground cultivation partly_cloudy primary
train_3561, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, haze water
train_11783, clear cloudy selective_logging slash_burn, bare_ground clear primary
train_271, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary
train_890, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear primary
train_1376, clear cloudy selective_logging slash_burn, agriculture partly_cloudy primary road
train_1357, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, partly_cloudy primary
train_228, artisinal_mine primary road selective_logging slash_burn, agriculture haze primary road water
train_2052, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear cultivation habitation primary
train_266, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear cultivation habitation primary
train_267, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, partly_cloudy primary
train_3760, agriculture clear primary road, cloudy
