train_28872, clear primary, artisinal_mine partly_cloudy primary water
train_1407, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary water
train_381, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation habitation primary road
train_10771, blooming blow_down clear cultivation primary selective_logging slash_burn, bare_ground clear primary water
train_1045, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation habitation primary road water
train_39638, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation habitation primary road slash_burn
train_225, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation habitation primary road
train_371, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary
train_287, blooming blow_down clear cultivation primary selective_logging slash_burn, partly_cloudy primary
train_29756, blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary water
train_4626, cloudy haze, cloudy
train_2268, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary road
train_2979, artisinal_mine cloudy haze, haze primary
train_11010, blooming blow_down clear cultivation primary selective_logging slash_burn, bare_ground clear primary
train_1280, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture cultivation partly_cloudy primary
train_30969, blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary road water
train_29743, blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear primary
train_3207, blooming blow_down clear cultivation primary selective_logging slash_burn, haze primary
train_2875, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture habitation partly_cloudy primary road
train_1441, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture cultivation partly_cloudy primary
train_974, blooming blow_down clear cultivation primary selective_logging slash_burn, bare_ground clear primary road water
train_27352, blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear cultivation primary
train_4038, blooming blow_down clear cultivation primary selective_logging slash_burn, cloudy
train_244, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary
train_10925, blooming blow_down clear cultivation primary selective_logging slash_burn, bare_ground clear road
train_3265, blooming blow_down clear cultivation primary selective_logging slash_burn, haze primary
train_3796, , cloudy
train_26012, blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary water
train_1469, blooming blow_down clear cultivation primary selective_logging slash_burn, partly_cloudy primary
train_3316, blooming blow_down clear cultivation primary selective_logging slash_burn, haze primary
train_800, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture haze primary
train_3344, cloudy haze, haze primary
train_28500, blooming blow_down clear cultivation primary selective_logging slash_burn, clear cultivation primary road selective_logging
train_762, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary road
train_1166, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary water
train_2435, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture cultivation partly_cloudy primary
train_1237, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary road
train_10924, blooming blow_down clear cultivation primary selective_logging slash_burn, bare_ground clear primary selective_logging slash_burn water
train_12563, blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine bare_ground clear cultivation primary water
train_2250, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary water
train_229, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary
train_1266, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture partly_cloudy primary
train_28268, blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear primary
train_25480, blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear primary
train_29964, blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear primary
train_322, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary road water
train_26391, blooming blow_down clear cultivation primary selective_logging slash_burn, blooming partly_cloudy primary
train_1317, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture cultivation partly_cloudy primary
train_26245, blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary road water
train_701, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary water
train_4717, cloudy haze, cloudy
train_231, blooming blow_down clear cultivation primary selective_logging slash_burn, partly_cloudy primary
train_31790, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary road selective_logging
train_27999, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary water
train_4263, artisinal_mine cloudy haze, cloudy
train_1176, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture cultivation habitation partly_cloudy primary road
train_1179, blooming blow_down clear cultivation primary selective_logging slash_burn, partly_cloudy primary road
train_27247, blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine partly_cloudy primary water
train_324, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary water
train_786, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary
train_3577, blooming blow_down clear cultivation primary selective_logging slash_burn, haze primary
train_29099, blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary
train_26869, blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear primary
train_31149, blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear primary
train_246, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary
train_1108, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary road
train_4258, cloudy haze water, cloudy
train_1240, blooming blow_down clear cultivation primary selective_logging slash_burn, partly_cloudy primary
train_31137, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary selective_logging
train_31305, blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary road water
train_1384, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture haze primary water
train_1247, blooming blow_down clear cultivation primary selective_logging slash_burn, partly_cloudy primary water
train_1012, blooming blow_down clear cultivation primary selective_logging slash_burn, clear cultivation primary road water
train_802, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation habitation primary
train_222, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation habitation primary road water
train_3259, blooming blow_down clear cultivation primary selective_logging slash_burn, haze primary
train_858, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary road
train_304, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary
train_24592, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary selective_logging
train_1016, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary road
train_3146, blooming blow_down clear cultivation primary selective_logging slash_burn, haze primary
train_250, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary
train_349, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary
train_851, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary road
train_2438, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary road
train_12082, blooming blow_down clear cultivation primary selective_logging slash_burn, bare_ground clear primary
train_2798, blooming blow_down clear cultivation primary selective_logging slash_burn, clear habitation primary road water
train_24901, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary selective_logging
train_2155, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary
train_4334, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, cloudy
train_28456, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary selective_logging
train_1177, blooming blow_down clear cultivation primary selective_logging slash_burn, partly_cloudy primary
train_2054, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary
train_316, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary
train_1287, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture partly_cloudy primary road
train_1101, blooming blow_down clear cultivation primary selective_logging slash_burn, clear water
train_28541, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture cultivation partly_cloudy primary road selective_logging
train_1389, artisinal_mine blooming blow_down clear primary selective_logging slash_burn water, haze primary road water
train_11580, blooming blow_down clear cultivation primary selective_logging slash_burn, bare_ground clear primary water
train_29746, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary selective_logging
train_3216, cloudy haze, haze primary
train_4641, primary, cloudy
train_1054, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary road
train_1440, blooming blow_down clear cultivation primary selective_logging slash_burn, partly_cloudy primary
train_1094, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture cultivation partly_cloudy primary
train_856, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture partly_cloudy primary
train_770, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation habitation primary road
train_269, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary
train_30196, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary selective_logging water
train_230, artisinal_mine blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture bare_ground habitation partly_cloudy primary road
train_3009, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary road
train_24568, blooming blow_down clear cultivation primary selective_logging slash_burn, clear cultivation primary road selective_logging
train_11731, blooming blow_down clear cultivation primary selective_logging slash_burn, bare_ground clear primary
train_2339, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary road
train_1165, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary road water
train_3645, primary, cloudy
train_256, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary
train_26163, blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear primary
train_4488, cloudy haze, cloudy
train_3423, blooming blow_down clear cultivation primary selective_logging slash_burn, haze primary
train_3268, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture haze primary
train_866, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary road
train_26945, blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine bare_ground clear water
train_739, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary
train_26628, blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary water
train_1264, agriculture blooming blow_down clear conventional_mine cultivation habitation primary slash_burn, partly_cloudy primary
train_299, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary
train_29942, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary road selective_logging
train_2807, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary road water
train_27057, blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear primary
train_2436, blooming blow_down clear cultivation primary selective_logging slash_burn, clear cultivation habitation primary road
train_1159, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary road
train_245, blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear primary
train_241, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture haze primary road
train_30675, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary road selective_logging
train_4534, cloudy haze, cloudy
train_1173, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary road
train_2143, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary water
train_295, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary water
train_4303, cloudy haze, cloudy
train_2820, blooming blow_down clear cultivation primary selective_logging slash_burn, clear habitation primary road
train_26135, blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear primary
train_957, blooming blow_down clear cultivation primary selective_logging slash_burn, clear habitation primary road
train_11102, blooming blow_down clear cultivation primary selective_logging slash_burn, bare_ground clear water
train_25075, blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary water
train_27687, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture artisinal_mine clear primary
train_26578, blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary road
train_4834, blooming blow_down clear cultivation primary selective_logging slash_burn, cloudy
train_2452, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary
train_10423, blooming blow_down clear cultivation primary selective_logging slash_burn, bare_ground clear habitation primary water
train_1239, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture partly_cloudy primary
train_333, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary road
train_1419, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary road water
train_1110, blooming blow_down clear cultivation primary selective_logging slash_burn, partly_cloudy primary
train_291, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary road
train_4603, primary, cloudy
train_30802, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary road selective_logging
train_10295, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture bare_ground clear primary road
train_2472, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary road
train_25874, blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary water
train_280, blooming blow_down clear cultivation primary selective_logging slash_burn, partly_cloudy primary
train_25051, blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary water
train_3452, blooming blow_down clear cultivation primary selective_logging slash_burn, haze primary
train_355, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary
train_3922, blooming blow_down clear cultivation primary selective_logging slash_burn, cloudy
train_1141, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary water
train_2765, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation habitation primary road
train_1216, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary water
train_39391, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture bare_ground clear cultivation primary slash_burn
train_3932, cloudy, cloudy
train_362, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary water
train_11246, blooming blow_down clear cultivation primary selective_logging slash_burn, bare_ground clear
train_2060, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation habitation primary water
train_725, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture habitation partly_cloudy primary
train_30337, blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear primary
train_1129, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture cultivation partly_cloudy primary road
train_223, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary
train_319, blooming blow_down clear cultivation primary selective_logging slash_burn, bare_ground clear road
train_1195, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary road
train_24746, blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine haze primary water
train_721, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture partly_cloudy primary road
train_4026, cloudy haze, cloudy
train_253, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary road
train_26095, blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary water
train_247, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation habitation primary road selective_logging
train_4809, cloudy haze, cloudy
train_24776, blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary water
train_27711, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary selective_logging
train_4116, cloudy haze, cloudy
train_30867, blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary water
train_3263, blooming blow_down clear cultivation primary selective_logging slash_burn, haze primary
train_263, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary
train_2213, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary road
train_4758, cloudy haze, cloudy
train_2071, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary
train_28418, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary road selective_logging
train_2217, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary
train_1034, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary road
train_24483, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary road selective_logging
train_3630, blooming blow_down clear cultivation primary selective_logging slash_burn, haze primary
train_1117, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary road water
train_876, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary
train_264, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary
train_715, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture partly_cloudy primary road water
train_25199, blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary water
train_2881, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture habitation partly_cloudy primary
train_826, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture partly_cloudy primary road
train_3835, blooming blow_down clear cultivation primary selective_logging slash_burn, cloudy
train_2073, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary
train_258, blooming blow_down clear cultivation primary selective_logging slash_burn, clear habitation primary road
train_2270, blooming blow_down clear cultivation primary selective_logging slash_burn, clear cultivation habitation primary road
train_335, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary
train_27228, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary selective_logging
train_303, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary
train_370, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary road
train_1066, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary water
train_4470, cloudy haze, cloudy
train_12139, blooming blow_down clear cultivation primary selective_logging slash_burn, bare_ground clear primary road water
train_2130, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary road
train_4359, cloudy haze, cloudy
train_25641, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary road selective_logging
train_233, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary water
train_1112, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary water
train_2523, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary road
train_1328, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture partly_cloudy primary road
train_38931, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary slash_burn water
train_2667, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture artisinal_mine clear cultivation habitation primary road water
train_749, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary road
train_26909, blooming blow_down clear cultivation primary selective_logging slash_burn, clear cultivation primary road selective_logging
train_1436, blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary water
train_12127, blooming blow_down clear cultivation primary selective_logging slash_burn, bare_ground clear primary
train_2999, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary road
train_26808, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture artisinal_mine clear cultivation primary water
train_1136, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary road water
train_4394, cloudy haze, cloudy
train_29605, blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear primary
train_29222, blooming blow_down clear cultivation primary selective_logging slash_burn, blooming partly_cloudy primary
train_11061, blooming blow_down clear cultivation primary selective_logging slash_burn, bare_ground clear primary road water
train_27484, blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary water
train_1206, blooming blow_down clear cultivation primary selective_logging slash_burn, clear habitation primary road water
train_4766, cloudy haze, cloudy
train_28821, blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear primary
train_2278, blooming blow_down clear cultivation primary selective_logging slash_burn, clear cultivation primary water
train_3445, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture haze water
train_240, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary road
train_4587, cloudy haze, cloudy
train_1225, blooming blow_down clear cultivation primary selective_logging slash_burn, partly_cloudy primary
train_696, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary road selective_logging
train_25123, blooming blow_down clear cultivation primary selective_logging slash_burn, blooming partly_cloudy primary selective_logging
train_32077, blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear primary
train_1090, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary water
train_843, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary road
train_31496, blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear primary
train_275, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary
train_4656, agriculture clear primary, cloudy
train_2484, blooming blow_down clear cultivation primary selective_logging slash_burn, cultivation habitation partly_cloudy primary road
train_830, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary
train_26020, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary road selective_logging
train_2672, blooming blow_down clear cultivation primary selective_logging slash_burn, clear cultivation habitation primary road water
train_1208, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary water
train_1210, agriculture blooming clear primary slash_burn, partly_cloudy primary
train_2928, blooming blow_down clear cultivation primary selective_logging slash_burn, clear habitation primary road water
train_28782, blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary water
train_2449, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary road
train_3684, primary, cloudy
train_10886, blooming blow_down clear cultivation primary selective_logging slash_burn, bare_ground cultivation partly_cloudy primary
train_3561, blooming blow_down clear cultivation primary selective_logging slash_burn, haze water
train_11783, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, bare_ground clear primary
train_271, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary
train_890, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary
train_1376, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture partly_cloudy primary road
train_1357, blooming blow_down clear cultivation primary selective_logging slash_burn, partly_cloudy primary
train_228, cloudy haze, agriculture haze primary road water
train_2052, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation habitation primary
train_266, blooming blow_down clear cultivation primary selective_logging slash_burn, clear cultivation habitation primary
train_267, blooming blow_down clear cultivation primary selective_logging slash_burn, partly_cloudy primary
train_3760, cloudy haze, cloudy
train_1404, blooming blow_down clear cultivation primary selective_logging slash_burn, partly_cloudy primary
train_996, blooming blow_down clear cultivation primary selective_logging slash_burn, partly_cloudy primary road
train_272, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary road
train_1370, blooming blow_down clear cultivation primary selective_logging slash_burn, partly_cloudy primary
train_688, cloudy haze, agriculture haze primary road
train_238, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary
train_29289, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary road selective_logging
train_292, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture partly_cloudy primary
train_991, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary road
train_2454, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation habitation primary road
train_11897, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture bare_ground partly_cloudy primary road
train_279, blooming blow_down clear cultivation primary selective_logging slash_burn, clear cultivation primary
train_2665, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary water
train_29267, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary selective_logging
train_29683, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary road selective_logging
train_12718, blooming blow_down clear cultivation primary selective_logging slash_burn, bare_ground clear primary water
train_28611, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary road selective_logging
train_1184, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture haze primary water
train_348, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary
train_2829, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation habitation primary
train_311, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary road
train_2246, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary road
train_26714, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture blooming clear cultivation primary slash_burn
train_1065, blooming blow_down clear cultivation primary selective_logging slash_burn, partly_cloudy primary water
train_1254, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary road water
train_239, blooming blow_down clear cultivation primary selective_logging slash_burn, bare_ground clear primary water
train_3532, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture habitation haze primary road
train_2972, blooming blow_down clear cultivation primary selective_logging slash_burn, clear cultivation habitation primary road
train_982, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary road
train_780, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary
train_2783, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary road
train_2254, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture cultivation haze primary road
train_10838, blooming blow_down clear cultivation primary selective_logging slash_burn, bare_ground clear cultivation primary
train_27192, blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear primary
train_11098, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture bare_ground clear primary
train_31625, blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary selective_logging
train_736, blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation habitation primary road
train_29281, blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear primary
train_3229, blooming blow_down clear cultivation primary selective_logging slash_burn, haze primary
train_27581, blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear primary
