train_28872, artisinal_mine partly_cloudy primary road water, artisinal_mine partly_cloudy primary water
train_12563, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine bare_ground clear cultivation primary water
train_2250, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary water
train_229, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary
train_1266, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture partly_cloudy primary
train_28268, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear primary
train_25480, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear primary
train_29964, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear primary
train_322, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary road water
train_26391, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, blooming partly_cloudy primary
train_1317, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture cultivation partly_cloudy primary
train_26245, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary road water
train_701, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary water
train_4717, cloudy haze, cloudy
train_231, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, partly_cloudy primary
train_31790, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary road selective_logging
train_27999, artisinal_mine partly_cloudy primary road water, artisinal_mine clear primary water
train_4263, cloudy haze partly_cloudy primary road, cloudy
train_1176, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture cultivation habitation partly_cloudy primary road
train_1179, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, partly_cloudy primary road
train_27247, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine partly_cloudy primary water
train_324, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary water
train_786, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary
train_3577, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, haze primary
train_29099, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary
train_26869, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear primary
train_31149, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear primary
train_246, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary
train_1108, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary road
train_4258, cloudy haze, cloudy
train_1240, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, partly_cloudy primary
train_31137, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary selective_logging
train_31305, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary road water
train_1384, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture haze primary water
train_1247, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, partly_cloudy primary water
train_1012, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear cultivation primary road water
train_802, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation habitation primary
train_222, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation habitation primary road water
train_3259, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, haze primary
train_858, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary road
train_304, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary
train_24592, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary selective_logging
train_1016, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary road
train_3146, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, haze primary
train_250, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary
train_349, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary
train_851, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary road
train_2438, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary road
train_12082, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, bare_ground clear primary
train_2798, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear habitation primary road water
train_24901, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary selective_logging
train_2155, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary
train_4334, artisinal_mine bare_ground clear conventional_mine primary road water, cloudy
train_28456, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary selective_logging
train_1177, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, partly_cloudy primary
train_2054, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary
train_316, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary
train_1287, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture partly_cloudy primary road
train_1101, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear water
train_28541, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture cultivation partly_cloudy primary road selective_logging
train_1389, artisinal_mine partly_cloudy primary road water, haze primary road water
train_11580, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, bare_ground clear primary water
train_29746, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary selective_logging
train_3216, cloudy haze, haze primary
train_4641, cloudy, cloudy
train_1054, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary road
train_1440, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, partly_cloudy primary
train_1094, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture cultivation partly_cloudy primary
train_856, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture partly_cloudy primary
train_770, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation habitation primary road
train_269, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary
train_30196, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary selective_logging water
train_230, artisinal_mine partly_cloudy primary road water, agriculture bare_ground habitation partly_cloudy primary road
train_3009, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary road
train_24568, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear cultivation primary road selective_logging
train_11731, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, bare_ground clear primary
train_2339, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary road
train_1165, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary road water
train_3645, cloudy conventional_mine, cloudy
train_256, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary
train_26163, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear primary
train_4488, cloudy haze, cloudy
train_3423, agriculture artisinal_mine blooming blow_down cultivation partly_cloudy primary selective_logging slash_burn, haze primary
train_3268, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture haze primary
train_866, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary road
train_26945, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine bare_ground clear water
train_739, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary
train_26628, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary water
train_1264, artisinal_mine bare_ground clear conventional_mine habitation road, partly_cloudy primary
train_299, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary
train_29942, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary road selective_logging
train_2807, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary road water
train_27057, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear primary
train_2436, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear cultivation habitation primary road
train_1159, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary road
train_245, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear primary
train_241, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture haze primary road
train_30675, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary road selective_logging
train_4534, cloudy haze, cloudy
train_1173, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary road
train_2143, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary water
train_295, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary water
train_4303, cloudy haze, cloudy
train_2820, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear habitation primary road
train_26135, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear primary
train_957, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear habitation primary road
train_11102, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, bare_ground clear water
train_25075, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary water
train_27687, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture artisinal_mine clear primary
train_26578, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary road
train_4834, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, cloudy
train_2452, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary
train_10423, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, bare_ground clear habitation primary water
train_1239, agriculture artisinal_mine blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture partly_cloudy primary
train_333, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary road
train_1419, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary road water
train_1110, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, partly_cloudy primary
train_291, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary road
train_4603, cloudy, cloudy
train_30802, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary road selective_logging
train_10295, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture bare_ground clear primary road
train_2472, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary road
train_25874, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary water
train_280, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, partly_cloudy primary
train_25051, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary water
train_3452, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, haze primary
train_355, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary
train_3922, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, cloudy
train_1141, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary water
train_2765, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation habitation primary road
train_1216, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary water
train_39391, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture bare_ground clear cultivation primary slash_burn
train_3932, cloudy, cloudy
train_362, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary water
train_11246, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, bare_ground clear
train_2060, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation habitation primary water
train_725, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture habitation partly_cloudy primary
train_30337, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear primary
train_1129, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture cultivation partly_cloudy primary road
train_223, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary
train_319, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, bare_ground clear road
train_1195, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary road
train_24746, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine haze primary water
train_721, agriculture blooming blow_down clear cultivation partly_cloudy primary selective_logging slash_burn, agriculture partly_cloudy primary road
train_4026, cloudy haze, cloudy
train_253, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary road
train_26095, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary water
train_247, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation habitation primary road selective_logging
train_4809, cloudy haze, cloudy
train_24776, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary water
train_27711, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary selective_logging
train_4116, cloudy haze, cloudy
train_30867, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary water
train_3263, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, haze primary
train_263, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary
train_2213, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary road
train_4758, cloudy haze, cloudy
train_2071, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary
train_28418, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary road selective_logging
train_2217, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary
train_1034, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary road
train_24483, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary road selective_logging
train_3630, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, haze primary
train_1117, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary road water
train_876, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary
train_264, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary
train_715, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture partly_cloudy primary road water
train_25199, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary water
train_2881, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture habitation partly_cloudy primary
train_826, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture partly_cloudy primary road
train_3835, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, cloudy
train_2073, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary
train_258, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear habitation primary road
train_2270, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear cultivation habitation primary road
train_335, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary
train_27228, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary selective_logging
train_303, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary
train_370, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary road
train_1066, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary water
train_4470, cloudy haze, cloudy
train_12139, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, bare_ground clear primary road water
train_2130, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary road
train_4359, cloudy haze, cloudy
train_25641, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary road selective_logging
train_233, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary water
train_1112, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary water
train_2523, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary road
train_1328, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture partly_cloudy primary road
train_38931, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary slash_burn water
train_2667, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture artisinal_mine clear cultivation habitation primary road water
train_749, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary road
train_26909, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear cultivation primary road selective_logging
train_1436, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary water
train_12127, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, bare_ground clear primary
train_2999, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear habitation primary road
train_26808, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture artisinal_mine clear cultivation primary water
train_1136, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary road water
train_4394, cloudy haze, cloudy
train_29605, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear primary
train_29222, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, blooming partly_cloudy primary
train_11061, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, bare_ground clear primary road water
train_27484, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary water
train_1206, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear habitation primary road water
train_4766, cloudy haze, cloudy
train_28821, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear primary
train_2278, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear cultivation primary water
train_3445, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture haze water
train_240, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary road
train_4587, cloudy haze, cloudy
train_1225, artisinal_mine blooming blow_down cultivation partly_cloudy primary selective_logging slash_burn water, partly_cloudy primary
train_696, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary road selective_logging
train_25123, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, blooming partly_cloudy primary selective_logging
train_32077, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear primary
train_1090, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary water
train_843, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary road
train_31496, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, blooming clear primary
train_275, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary
train_4656, artisinal_mine bare_ground cloudy partly_cloudy primary road water, cloudy
train_2484, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, cultivation habitation partly_cloudy primary road
train_830, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary
train_26020, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary road selective_logging
train_2672, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear cultivation habitation primary road water
train_1208, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary water
train_1210, artisinal_mine cloudy partly_cloudy primary road water, partly_cloudy primary
train_2928, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear habitation primary road water
train_28782, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, artisinal_mine clear primary water
train_2449, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation primary road
train_3684, cloudy, cloudy
train_10886, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, bare_ground cultivation partly_cloudy primary
train_3561, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, haze water
train_11783, artisinal_mine clear primary road water, bare_ground clear primary
train_271, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary
train_890, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary
train_1376, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture partly_cloudy primary road
train_1357, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, partly_cloudy primary
train_228, cloudy haze, agriculture haze primary road water
train_2052, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation habitation primary
train_266, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear cultivation habitation primary
train_267, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, partly_cloudy primary
train_3760, cloudy haze, cloudy
train_1404, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, partly_cloudy primary
train_996, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, partly_cloudy primary road
train_272, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary road
train_1370, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, partly_cloudy primary
train_688, cloudy haze, agriculture haze primary road
train_238, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary
train_29289, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear primary road selective_logging
train_292, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture partly_cloudy primary
train_991, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear primary road
train_2454, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture clear cultivation habitation primary road
train_11897, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, agriculture bare_ground partly_cloudy primary road
train_279, agriculture blooming blow_down clear cultivation primary selective_logging slash_burn, clear cultivation primary
